timestamp,attention,meditation,delta,theta,alpha,beta,gamma,label
1750951712.0837123,67,69,21563,3979,5242,8363,1763,concentrado
1750951713.1155636,77,83,5964,3696,2599,3574,1487,concentrado
1750951714.0879683,70,80,57584,7339,5360,2820,633,concentrado
1750951715.135433,54,77,19494,16459,12474,8928,2582,concentrado
1750951716.1033137,50,80,4814,8587,11201,8043,1124,concentrado
1750951717.1116703,44,81,77888,10307,6693,5486,2258,concentrado
1750951718.0839937,43,81,6715,9709,9037,8394,2329,concentrado
1750951719.105965,48,75,5803,5524,2354,3729,1246,concentrado
1750951720.0943565,44,69,126309,15896,8567,7192,2368,concentrado
1750951721.1068916,43,83,2693,5344,16829,4522,2008,concentrado
1750951722.1029115,43,83,7252,5417,4904,4136,2281,concentrado
1750951723.0844676,54,94,1562,1268,3647,3518,2120,concentrado
1750951724.1328964,61,94,139827,11191,8531,7602,3502,concentrado
1750951725.0954893,60,81,630290,54904,35677,13019,7264,concentrado
1750951726.1113777,63,80,3091,8283,6098,4382,1444,concentrado
1750951727.0854142,54,77,14794,7524,9733,9726,3390,concentrado
1750951728.1099765,54,83,229841,41823,94685,63824,22993,concentrado
1750951729.109225,54,91,10871,11092,26366,8440,2777,concentrado
1750951730.1310549,60,93,7564,5618,9516,10836,3112,concentrado
1750951731.1020758,51,96,35112,77152,82791,41896,12449,concentrado
1750951732.1057932,54,91,7458,2910,4573,4896,2215,concentrado
1750951733.101699,64,78,64472,11190,4863,5596,3515,concentrado
1750951734.1129959,61,70,7835,8618,3162,3460,4066,concentrado
1750951735.0828927,70,61,20776,32917,12873,18793,8022,concentrado
1750951736.1019697,66,61,3809,8538,10306,8217,3860,concentrado
1750951737.0888839,48,54,278830,377284,60995,42522,14824,concentrado
1750951738.095809,53,60,68367,23907,25800,26023,19705,concentrado
1750951739.1000907,50,60,89223,28155,9057,8672,2207,concentrado
1750951740.103578,51,60,4843,3351,6285,6663,3524,concentrado
1750951741.1218927,70,77,14486,6067,7708,5092,2243,concentrado
1750951742.0861068,75,81,1755,1032,6314,6108,2067,concentrado
1750951743.106785,84,87,440470,27181,22605,30228,10925,concentrado
1750951744.1019318,77,78,80927,30657,13023,14095,1884,concentrado
1750951745.1036313,74,84,714,1367,12993,7474,4045,concentrado
1750951746.1021585,69,80,11078,4217,4869,4510,3581,concentrado
1750951747.1167276,50,69,196247,121350,22029,17450,6183,concentrado
1750951748.1005843,50,83,19075,9185,15571,5255,5226,concentrado
1750951749.1033523,53,66,487918,82750,39414,54709,20726,concentrado
1750951750.1055474,61,61,606541,16084,18014,41561,9956,concentrado
1750951751.1116443,81,57,2610,10054,2270,9534,3928,concentrado
1750951753.110125,88,53,197928,54007,54402,43239,15432,concentrado
1750951754.1360285,69,54,14435,25653,13203,7055,4247,concentrado
1750951755.103812,69,60,130809,7219,3554,11168,3280,concentrado
1750951756.1466472,56,69,7013,7265,8949,4778,1509,concentrado
1750951757.0836902,56,75,3465,6297,12024,6998,2166,concentrado
1750951758.1040616,67,77,9947,9179,12958,17919,3321,concentrado
1750951759.0834293,51,84,170315,40377,22559,10704,5899,concentrado
1750951760.1351085,57,77,121965,24768,12849,15222,11683,concentrado
1750951761.0981784,67,77,5729,1868,6851,5543,4837,concentrado
1750951762.084904,67,78,382828,6298,7885,7393,4329,concentrado
1750951763.088041,84,69,62498,17068,5276,12734,9269,concentrado
1750951764.1092951,84,66,3426,7118,3834,7414,2199,concentrado
1750951765.1009188,75,54,75119,28524,10878,10937,8178,concentrado
1750951766.0970674,69,35,75481,23008,2768,11460,2447,concentrado
1750951767.0891626,64,34,178421,136315,25847,39577,12314,concentrado
1750951768.0974555,61,43,8403,4817,5879,3295,4675,concentrado
1750951769.093284,70,48,13595,3719,7296,12196,5262,concentrado
1750951770.102446,61,54,16796,26042,4205,6348,4698,concentrado
1750951771.1166935,64,60,4125,5990,3208,6153,2373,concentrado
1750951772.1347241,56,51,262954,89969,28686,18689,20704,concentrado
1750951773.10152,53,44,26076,26393,12292,24515,17534,concentrado
1750951774.094615,64,60,3503,3730,4095,3145,4596,concentrado
1750951776.0841177,66,80,3866,4265,6585,3862,2134,concentrado
1750951777.0835993,64,80,500,7183,2995,4158,3210,concentrado
1750951778.1117277,64,83,2105,3113,7872,6857,2518,concentrado
1750951779.0985966,64,78,48877,14504,9841,7569,2391,concentrado
1750951780.099134,75,80,13509,4029,11183,7599,3982,concentrado
1750951781.0994785,74,88,6557,8544,6674,3388,2135,concentrado
1750951782.0838947,83,80,5585,3006,4165,8538,3775,concentrado
1750951783.09495,80,83,2242,3914,6063,5530,1845,concentrado
1750951784.11318,74,75,648483,14062,8614,6862,4453,concentrado
1750951785.0852787,75,77,25102,6318,6677,2998,3671,concentrado
1750951786.112895,70,74,112974,1669,1276,3126,1523,concentrado
1750951787.0839837,90,69,12668,1641,3656,6688,3724,concentrado
1750951788.1309376,93,63,93073,15468,4814,7937,7496,concentrado
1750951789.0964596,90,64,16938,6143,7091,1902,2518,concentrado
1750951790.097482,80,74,5952,4774,7031,5475,3825,concentrado
1750951791.1060245,63,77,47532,44573,44063,37235,16979,concentrado
1750951792.1006482,54,75,284781,34013,8848,14071,5742,concentrado
1750951793.0988276,51,64,227284,150966,57819,60310,28234,concentrado
1750951794.0982285,66,60,6495,1733,5016,11882,6479,concentrado
1750951795.1013956,61,54,43848,29329,13214,8545,5277,concentrado
1750951796.083028,64,75,127332,5669,20877,8329,4494,concentrado
1750951797.1141624,69,78,4239,4683,3921,4058,1772,concentrado
1750951798.1143618,47,90,314924,7369,15099,6513,4666,concentrado
1750951799.1308715,61,91,930,3143,3357,5269,3087,concentrado
1750951800.1008677,63,83,5157,2396,4019,4024,2727,concentrado
1750951801.114485,61,83,57647,18828,16028,17201,3011,concentrado
1750951802.0960007,61,61,531341,278498,53056,87644,25492,concentrado
1750951804.106726,30,40,541451,128177,22225,30615,46223,concentrado
1750951805.0823839,38,34,15293,11370,4467,8291,8409,concentrado
1750951806.0840144,35,40,746855,84410,27829,14773,14231,concentrado
1750951807.1017919,61,35,31372,24103,6709,33642,10153,concentrado
1750951808.0837526,70,48,7502,7026,7391,7373,3039,concentrado
1750951809.0990736,66,48,27102,17384,5600,5514,2776,concentrado
1750951810.113774,74,63,59897,22261,65340,23220,20618,concentrado
1750951811.1132886,50,80,684954,72541,75468,54158,12738,concentrado
1750951812.1152582,38,75,68207,25526,9109,4182,3337,concentrado
1750951813.105099,43,83,66479,8046,8360,9114,7733,concentrado
1750951814.1312368,38,74,44044,28480,26551,16741,4765,concentrado
1750951815.1010525,37,63,161555,113526,34377,36364,36804,concentrado
1750951816.1345334,38,57,304436,40701,8237,12673,5506,concentrado
1750951817.0991044,30,60,948653,80629,65022,32892,51576,concentrado
1750951819.0827346,21,74,95068,126453,80609,6061,3974,concentrado
1750951820.1272607,23,87,894764,27059,24126,8972,12711,concentrado
1750951821.0925038,35,83,1916,4226,8244,15425,4523,concentrado
1750951822.095687,41,80,2512,10082,8430,6164,12654,concentrado
1750951823.099185,78,75,797,1079,3224,8469,6524,concentrado
1750951824.1004877,88,77,2925,1841,4367,4224,8969,concentrado
1750951825.1158261,88,80,894,3937,7029,7228,3770,concentrado
1750951826.084939,100,78,7337,578,6148,13191,5519,concentrado
1750951827.113088,84,80,101957,89713,49894,38299,27197,concentrado
1750951828.0963619,93,74,4273,1845,3371,6370,5905,concentrado
1750951829.130341,100,66,493,967,3185,8695,4767,concentrado
1750951830.098741,100,61,5303,3510,2879,5896,6071,concentrado
1750951831.1131747,100,60,402302,75905,49676,88135,23592,concentrado
1750951833.0991213,74,48,376782,37495,5512,13478,5598,concentrado
1750951834.1010897,47,47,182692,73461,24488,9797,17798,concentrado
1750951835.1010954,41,37,21025,21789,3444,7374,1253,concentrado
1750951836.119574,44,38,829362,273508,282234,231952,11493,concentrado
1750951837.0972705,35,53,1248675,152059,91711,40057,24408,concentrado
1750951838.0803273,43,66,4449,4296,7686,3327,1605,concentrado
1750951839.0847523,41,77,23883,37978,15534,13639,2197,concentrado
1750951840.0980093,43,75,2850,7177,5562,5168,1876,concentrado
1750951841.0984447,50,83,51347,6828,20568,13203,4030,concentrado
1750951842.115057,43,81,804501,32042,47143,17845,7670,concentrado
1750951843.0832446,44,84,684905,106453,80817,57088,22461,concentrado
1750957501.0268598,0,0,282323,207724,137043,46386,27854,
1750957501.9294207,0,0,1080535,128218,35412,98847,38616,
1750957502.9129343,0,0,853612,56476,25445,33264,15822,
1750957503.9178026,0,0,20779,2124,8783,8051,2992,
1750957504.9195058,30,51,1016702,154212,298589,123851,89939,
1750957505.9078252,23,48,106279,11676,3375,3488,2423,
1750957506.9213755,8,50,770381,121386,61064,36532,41851,
1750957507.9085236,1,47,698704,26609,8356,6518,5282,
1750957508.9075313,1,14,186384,88937,7112,11823,10110,
1750957509.8943655,1,21,36417,18270,13063,12152,3342,
1750957518.8149166,0,0,62401,57634,65493,19878,13810,s
1750957519.7432182,0,0,84416,50080,6023,10394,2640,s
1750957520.7351437,0,0,330215,223612,25182,47944,13588,s
